,time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1243,1451625643,1.332933333,0.003383333,1.332933333,0.00035,0.499433333,0.07725,0.596666667,0.004283333,0.00675,0.01235,0.0008,0.000783333,1.67E-05,0.035566667,0.001016667,0.004166667,0.001533333,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1244,1451625644,1.358866667,0.003416667,1.358866667,0.000316667,0.4954,0.076983333,0.629233333,0.00425,0.006616667,0.012383333,0.000816667,0.000816667,0,0.035566667,0.001033333,0.004183333,0.001666667,0.003416667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1245,1451625645,1.32545,0.00335,1.32545,0.0003,0.493566667,0.07815,0.595616667,0.004266667,0.0066,0.01225,0.000783333,0.000783333,1.67E-05,0.035316667,0.001033333,0.004133333,0.001616667,0.00335,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1246,1451625646,1.34355,0.003383333,1.34355,0.000316667,0.49215,0.087966667,0.601983333,0.0043,0.006716667,0.012366667,0.000783333,0.0008,0,0.035516667,0.001033333,0.004166667,0.001583333,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1247,1451625647,1.383433333,0.003383333,1.383433333,0.000283333,0.4736,0.12175,0.618933333,0.004316667,0.006916667,0.012416667,0.0008,0.000766667,0,0.0355,0.00105,0.004183333,0.001566667,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1248,1451625648,1.373183333,0.003366667,1.373183333,0.000266667,0.4439,0.13805,0.61675,0.00435,0.006766667,0.0125,0.0008,0.000733333,1.67E-05,0.035533333,0.001016667,0.004183333,0.001583333,0.003366667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1249,1451625649,1.200466667,0.0034,1.200466667,0.0001,0.17955,0.223216667,0.588516667,0.004616667,0.006966667,0.012983333,0.000766667,0.000416667,0,0.035483333,0.001033333,0.004183333,0.001616667,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1250,1451625650,1.387733333,0.003366667,1.387733333,5.00E-05,0.021666667,0.515,0.579383333,0.004883333,0.007566667,0.0134,0.0007,0.00015,1.67E-05,0.035383333,0.00105,0.004166667,0.00145,0.003366667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1251,1451625651,1.4859,0.00335,1.4859,3.33E-05,0.0218,0.591833333,0.589466667,0.004883333,0.007566667,0.013433333,0.000666667,0.000116667,1.67E-05,0.035366667,0.001,0.004166667,0.00165,0.00335,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1252,1451625652,1.107083333,0.0034,1.107083333,0,0.021166667,0.2558,0.61345,0.004716667,0.00745,0.013183333,0.0007,0.000316667,0,0.035483333,0.001033333,0.004183333,0.001633333,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1253,1451625653,0.883933333,0.0034,0.883933333,1.67E-05,0.020766667,0.077416667,0.60375,0.004666667,0.007033333,0.01305,0.000766667,0.0004,1.67E-05,0.0355,0.001016667,0.004183333,0.00155,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1254,1451625654,0.862433333,0.0034,0.862433333,1.67E-05,0.020716667,0.07725,0.58175,0.004666667,0.006916667,0.01305,0.00075,0.000366667,1.67E-05,0.035466667,0.001016667,0.0042,0.001683333,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1255,1451625655,0.871633333,0.003383333,0.871633333,1.67E-05,0.020716667,0.077733333,0.590716667,0.00465,0.006983333,0.013033333,0.000733333,0.0004,1.67E-05,0.035466667,0.001016667,0.004183333,0.0016,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1256,1451625656,0.888633333,0.003383333,0.888633333,1.67E-05,0.0207,0.077466667,0.609066667,0.00465,0.0069,0.01305,0.000733333,0.000383333,1.67E-05,0.035383333,0.001033333,0.004183333,0.0016,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1257,1451625657,0.96755,0.003383333,0.96755,3.33E-05,0.09505,0.095266667,0.5968,0.004616667,0.006816667,0.012916667,0.000733333,0.000466667,0,0.03535,0.001016667,0.004166667,0.00155,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1258,1451625658,0.89795,0.0034,0.89795,3.33E-05,0.06405,0.07745,0.5756,0.00465,0.007,0.012983333,0.00075,0.000433333,1.67E-05,0.035283333,0.001,0.0042,0.00155,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1259,1451625659,0.895633333,0.00345,0.895633333,3.33E-05,0.114833333,0.0774,0.5228,0.004666667,0.006983333,0.012916667,0.000733333,0.0004,1.67E-05,0.035283333,0.001016667,0.004183333,0.00165,0.00345,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1260,1451625660,0.959666667,0.003416667,0.959666667,5.00E-05,0.114583333,0.118616667,0.537283333,0.004666667,0.006916667,0.012933333,0.000766667,0.000416667,1.67E-05,0.035216667,0.001033333,0.004183333,0.001516667,0.003416667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1261,1451625661,1.11135,0.003416667,1.11135,3.33E-05,0.143483333,0.22835,0.5261,0.004716667,0.00695,0.013016667,0.000733333,0.000333333,1.67E-05,0.03535,0.001,0.004183333,0.001583333,0.003416667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1262,1451625662,1.845516667,0.003383333,1.845516667,0.000166667,0.497283333,0.508316667,0.505183333,0.004566667,0.00725,0.01265,0.0007,0.000466667,1.67E-05,0.117983333,0.001116667,0.00415,0.0017,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1263,1451625663,2.032033333,0.003416667,2.032033333,6.67E-05,0.464533333,0.6816,0.519,0.004666667,0.007483333,0.012833333,0.000666667,0.000316667,1.67E-05,0.112366667,0.001116667,0.00415,0.0018,0.003416667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1264,1451625664,1.9508,0.003383333,1.9508,0.000133333,0.442433333,0.67845,0.533183333,0.004716667,0.00705,0.012866667,0.000716667,0.000316667,1.67E-05,0.03505,0.001016667,0.004166667,0.00145,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1265,1451625665,1.617933333,0.003416667,1.617933333,3.33E-05,0.108216667,0.68465,0.521483333,0.004966667,0.007283333,0.0134,0.00065,6.67E-05,1.67E-05,0.035183333,0.001,0.004166667,0.001633333,0.003416667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1266,1451625666,1.398633333,0.0034,1.398633333,3.33E-05,0.021816667,0.589766667,0.504233333,0.005,0.00725,0.013416667,0.00065,6.67E-05,1.67E-05,0.035133333,0.001,0.004166667,0.00165,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1267,1451625667,1.21985,0.003366667,1.21985,3.33E-05,0.021516667,0.429566667,0.516716667,0.004916667,0.007416667,0.013333333,0.000666667,0.000133333,1.67E-05,0.035116667,0.001016667,0.004183333,0.001683333,0.003366667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1268,1451625668,0.824883333,0.0034,0.824883333,1.67E-05,0.0207,0.077383333,0.476483333,0.00475,0.0073,0.013016667,0.000716667,0.0003,1.67E-05,0.109283333,0.001116667,0.004166667,0.001716667,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1269,1451625669,0.840916667,0.0034,0.840916667,1.67E-05,0.020683333,0.077233333,0.477516667,0.004733333,0.007,0.013033333,0.000683333,0.000283333,3.33E-05,0.12625,0.00115,0.004166667,0.001833333,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1270,1451625670,0.7573,0.0034,0.7573,1.67E-05,0.02065,0.077516667,0.473266667,0.00475,0.0073,0.013016667,0.000733333,0.00025,1.67E-05,0.03525,0.001016667,0.004183333,0.001683333,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1271,1451625671,0.743116667,0.0034,0.743116667,1.67E-05,0.0206,0.067366667,0.471816667,0.00475,0.007183333,0.012983333,0.000716667,0.000266667,0,0.035183333,0.001033333,0.004183333,0.001583333,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1272,1451625672,0.750733333,0.003383333,0.750733333,1.67E-05,0.020583333,0.063183333,0.484983333,0.00475,0.006866667,0.013,0.00075,0.000283333,1.67E-05,0.035116667,0.001016667,0.004183333,0.001533333,0.003383333,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1273,1451625673,0.752733333,0.003366667,0.752733333,0,0.020566667,0.063316667,0.48665,0.004733333,0.00695,0.012983333,0.000733333,0.000283333,0,0.035133333,0.001016667,0.004183333,0.001616667,0.003366667,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1274,1451625674,0.7392,0.0034,0.7392,1.67E-05,0.020583333,0.061916667,0.474883333,0.004733333,0.0069,0.012983333,0.000733333,0.000266667,0,0.03515,0.001,0.004183333,0.0016,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1275,1451625675,0.742733333,0.0034,0.742733333,1.67E-05,0.020583333,0.0643,0.475466667,0.004733333,0.00695,0.013016667,0.000733333,0.000283333,1.67E-05,0.035083333,0.001,0.004183333,0.001583333,0.0034,31.43,clear-night,0.63,10,Clear,24.54,1013.9,7.4,0.19,275,0,20.21,0
1276,1451625676,0.919883333,0.003383333,0.919883333,0,0.020666667,0.063633333,0.47125,0.151516667,0.007283333,0.013033333,0.000366667,0.000116667,0,0.0353,0.001016667,0.0042,0.0016,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1277,1451625677,0.889733333,0.0034,0.889733333,1.67E-05,0.02065,0.063116667,0.454866667,0.140483333,0.007466667,0.013033333,0.000383333,0.0001,1.67E-05,0.035283333,0.001033333,0.0042,0.001566667,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1278,1451625678,0.884116667,0.0034,0.884116667,1.67E-05,0.02065,0.062033333,0.45165,0.139583333,0.007516667,0.013016667,0.0004,0.000133333,0,0.0353,0.001016667,0.0042,0.001683333,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1279,1451625679,0.886283333,0.0034,0.886283333,1.67E-05,0.02065,0.062833333,0.4532,0.138983333,0.0075,0.01305,0.000383333,0.000116667,1.67E-05,0.035316667,0.001016667,0.0042,0.001616667,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1280,1451625680,0.885183333,0.003433333,0.885183333,1.67E-05,0.020716667,0.0619,0.454233333,0.138416667,0.007216667,0.013066667,0.000416667,0.000133333,0,0.03535,0.001016667,0.0042,0.001533333,0.003433333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1281,1451625681,0.886433333,0.003416667,0.886433333,1.67E-05,0.020716667,0.06375,0.453683333,0.137916667,0.007383333,0.013066667,0.0004,0.000133333,1.67E-05,0.03535,0.001033333,0.004216667,0.001666667,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1282,1451625682,0.8827,0.0034,0.8827,0,0.02075,0.062416667,0.451866667,0.137533333,0.00745,0.0131,0.000416667,0.000116667,1.67E-05,0.035333333,0.001016667,0.0042,0.001616667,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1283,1451625683,0.88145,0.003366667,0.88145,1.67E-05,0.020483333,0.062666667,0.452316667,0.136883333,0.007416667,0.012933333,0.0004,0.000133333,0,0.035033333,0.001016667,0.004183333,0.001616667,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1284,1451625684,0.878433333,0.00335,0.878433333,3.33E-05,0.020233333,0.061416667,0.45295,0.13625,0.007283333,0.012816667,0.000416667,0.000133333,0,0.034783333,0.001,0.004133333,0.001483333,0.00335,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1285,1451625685,0.877533333,0.003366667,0.877533333,0,0.02025,0.0632,0.450416667,0.135833333,0.007283333,0.01285,0.000383333,0.000116667,0,0.034733333,0.001033333,0.00415,0.001583333,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1286,1451625686,0.872933333,0.00335,0.872933333,1.67E-05,0.020233333,0.062766667,0.446733333,0.135583333,0.007216667,0.0128,0.0004,0.000133333,0,0.034716667,0.001016667,0.004133333,0.001666667,0.00335,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1287,1451625687,0.873583333,0.00335,0.873583333,0,0.02025,0.06175,0.4493,0.135133333,0.00725,0.012816667,0.000383333,0.0001,0,0.0349,0.001016667,0.00415,0.001533333,0.00335,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1288,1451625688,0.872966667,0.003366667,0.872966667,1.67E-05,0.0204,0.061933333,0.447733333,0.134933333,0.007366667,0.0129,0.0004,0.00015,0,0.035033333,0.001016667,0.00415,0.001583333,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1289,1451625689,0.890283333,0.003366667,0.890283333,1.67E-05,0.020433333,0.084316667,0.4382,0.134666667,0.007383333,0.012916667,0.000383333,0.0001,3.33E-05,0.03485,0.001016667,0.004166667,0.00165,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1290,1451625690,0.893816667,0.003383333,0.893816667,1.67E-05,0.020383333,0.085966667,0.4402,0.134266667,0.007533333,0.012883333,0.0004,0.0001,1.67E-05,0.034866667,0.001016667,0.00415,0.0016,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1291,1451625691,0.892883333,0.00335,0.892883333,0,0.0202,0.08605,0.440666667,0.133883333,0.007483333,0.0128,0.000383333,0.000116667,1.67E-05,0.03465,0.001016667,0.004133333,0.0016,0.00335,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1292,1451625692,0.892216667,0.003366667,0.892216667,1.67E-05,0.020433333,0.0857,0.439483333,0.133983333,0.0071,0.0129,0.0004,0.000116667,1.67E-05,0.034866667,0.001016667,0.00415,0.001566667,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1293,1451625693,0.900233333,0.003383333,0.900233333,1.67E-05,0.02055,0.092383333,0.439,0.133716667,0.007433333,0.012966667,0.000383333,0.0001,1.67E-05,0.035016667,0.001016667,0.004183333,0.00165,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1294,1451625694,0.882483333,0.003366667,0.882483333,0,0.020433333,0.080383333,0.437166667,0.133416667,0.007283333,0.0129,0.0004,0.0001,0,0.034983333,0.001016667,0.004166667,0.001616667,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1295,1451625695,0.8836,0.003383333,0.8836,1.67E-05,0.02045,0.078583333,0.44055,0.133266667,0.007233333,0.012933333,0.000416667,0.00015,1.67E-05,0.034966667,0.001016667,0.00415,0.001483333,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1296,1451625696,0.863983333,0.003366667,0.863983333,1.67E-05,0.020416667,0.063133333,0.4393,0.1331,0.007233333,0.0129,0.0004,0.0001,0,0.035066667,0.001016667,0.004166667,0.001583333,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1297,1451625697,0.8596,0.003383333,0.8596,1.67E-05,0.0204,0.06195,0.43705,0.132783333,0.007183333,0.012916667,0.0004,0.000133333,1.67E-05,0.034916667,0.001,0.004166667,0.0016,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1298,1451625698,0.857466667,0.003366667,0.857466667,0,0.0203,0.061333333,0.436266667,0.132583333,0.007233333,0.01285,0.0004,0.000116667,0,0.034783333,0.001033333,0.00415,0.001516667,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1299,1451625699,0.8619,0.003366667,0.8619,1.67E-05,0.02045,0.062066667,0.43925,0.132533333,0.007183333,0.012933333,0.000416667,0.000133333,1.67E-05,0.035016667,0.001016667,0.004166667,0.0016,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1300,1451625700,0.8619,0.003366667,0.8619,1.67E-05,0.020416667,0.062416667,0.4389,0.1323,0.007416667,0.012933333,0.000416667,0.000116667,0,0.034916667,0.001016667,0.004166667,0.0016,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1301,1451625701,0.860833333,0.003383333,0.860833333,0,0.0205,0.062866667,0.4375,0.132266667,0.007166667,0.012966667,0.0004,0.0001,1.67E-05,0.034966667,0.001016667,0.004166667,0.001633333,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1302,1451625702,0.8932,0.0034,0.8932,1.67E-05,0.0205,0.061183333,0.4357,0.132066667,0.0069,0.012966667,0.0004,0.000116667,0,0.076733333,0.001066667,0.004166667,0.001683333,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1303,1451625703,0.951383333,0.003383333,0.951383333,1.67E-05,0.020516667,0.0627,0.440783333,0.131866667,0.00695,0.012966667,0.000383333,0.00015,0,0.134566667,0.001133333,0.004166667,0.001783333,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1304,1451625704,0.860866667,0.003366667,0.860866667,0,0.020383333,0.061616667,0.44065,0.1316,0.00705,0.0129,0.000383333,0.0001,1.67E-05,0.034883333,0.001033333,0.00415,0.001583333,0.003366667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1305,1451625705,0.931616667,0.0034,0.931616667,3.33E-05,0.020583333,0.062866667,0.510433333,0.131516667,0.00735,0.013,0.00045,0.0002,0,0.03485,0.001016667,0.004183333,0.001466667,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1306,1451625706,0.909566667,0.0034,0.909566667,3.33E-05,0.020566667,0.06285,0.488116667,0.131316667,0.0074,0.012983333,0.000433333,0.00015,0,0.035,0.001016667,0.004183333,0.001616667,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1307,1451625707,0.749166667,0.003416667,0.749166667,0,0.020583333,0.06165,0.466683333,0.020416667,0.007233333,0.013,0.0007,0.00025,1.67E-05,0.0349,0.001033333,0.004183333,0.001566667,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1308,1451625708,0.80605,0.003466667,0.80605,1.67E-05,0.020583333,0.0618,0.43685,0.00475,0.007316667,0.012983333,0.000683333,0.000266667,0,0.03475,0.001033333,0.003983333,0.001533333,0.003466667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1309,1451625709,0.8203,0.00345,0.8203,1.67E-05,0.02065,0.061616667,0.468183333,0.004733333,0.007333333,0.013,0.000683333,0.000283333,1.67E-05,0.03485,0.001016667,0.004033333,0.001566667,0.00345,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1310,1451625710,0.831833333,0.003483333,0.831833333,1.67E-05,0.020633333,0.06225,0.475166667,0.004733333,0.007216667,0.013016667,0.000716667,0.0003,1.67E-05,0.034783333,0.00105,0.004033333,0.001616667,0.003483333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1311,1451625711,0.828666667,0.003416667,0.828666667,1.67E-05,0.020433333,0.062483333,0.472583333,0.0051,0.007166667,0.012916667,0.000683333,0.0003,1.67E-05,0.0346,0.001033333,0.004,0.0016,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1312,1451625712,0.79135,0.00345,0.79135,0,0.020533333,0.061733333,0.438966667,0.004766667,0.007233333,0.012966667,0.0007,0.000266667,0,0.03475,0.001,0.004016667,0.0016,0.00345,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1313,1451625713,0.81785,0.003466667,0.81785,3.33E-05,0.020616667,0.061883333,0.4689,0.004733333,0.007183333,0.013016667,0.0007,0.0003,0,0.034816667,0.001033333,0.004033333,0.001566667,0.003466667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1314,1451625714,0.813816667,0.003416667,0.813816667,0,0.02055,0.061233333,0.46785,0.00475,0.007183333,0.012966667,0.0007,0.0003,1.67E-05,0.034766667,0.001,0.004033333,0.001616667,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1315,1451625715,0.8593,0.00345,0.8593,1.67E-05,0.020533333,0.063116667,0.467916667,0.041333333,0.007,0.012933333,0.000616667,0.000266667,0,0.034633333,0.001033333,0.004033333,0.001666667,0.00345,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1316,1451625716,0.981216667,0.003433333,0.981216667,1.67E-05,0.020516667,0.062666667,0.43575,0.1671,0.00705,0.01295,0.0003,0.0001,1.67E-05,0.034633333,0.001016667,0.004033333,0.0016,0.003433333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1317,1451625717,1.0133,0.00345,1.0133,1.67E-05,0.020533333,0.061533333,0.471133333,0.1668,0.00695,0.01295,0.000316667,0.000116667,0,0.0347,0.001016667,0.004033333,0.0016,0.00345,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1318,1451625718,0.868233333,0.003433333,0.868233333,1.67E-05,0.020566667,0.0613,0.47145,0.050716667,0.007166667,0.013,0.000616667,0.000266667,1.67E-05,0.03465,0.001033333,0.004033333,0.001616667,0.003433333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1319,1451625719,0.80945,0.00345,0.80945,1.67E-05,0.020583333,0.061366667,0.470866667,0.009683333,0.007266667,0.013,0.0007,0.0003,1.67E-05,0.034716667,0.001016667,0.004066667,0.001616667,0.00345,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1320,1451625720,0.702266667,0.003433333,0.702266667,1.67E-05,0.0206,0.061566667,0.43845,0.0048,0.007316667,0.013,0.000733333,0.000233333,1.67E-05,0.034916667,0.001,0.0042,0.001666667,0.003433333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1321,1451625721,0.737583333,0.0034,0.737583333,1.67E-05,0.020683333,0.062483333,0.473633333,0.004766667,0.00735,0.01305,0.00075,0.000266667,0,0.035016667,0.001033333,0.0042,0.001616667,0.0034,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1322,1451625722,0.733866667,0.003416667,0.733866667,1.67E-05,0.020666667,0.061733333,0.470833333,0.004766667,0.0072,0.01305,0.000733333,0.000266667,1.67E-05,0.03505,0.001016667,0.0042,0.001566667,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1323,1451625723,0.735233333,0.003416667,0.735233333,1.67E-05,0.020716667,0.06215,0.470666667,0.004766667,0.007466667,0.01305,0.000733333,0.000266667,0,0.035116667,0.001016667,0.0042,0.0017,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1324,1451625724,0.708783333,0.003416667,0.708783333,0,0.020833333,0.062083333,0.442783333,0.0048,0.007566667,0.013133333,0.000733333,0.000233333,1.67E-05,0.03525,0.001033333,0.004233333,0.0016,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1325,1451625725,0.7392,0.003416667,0.7392,3.33E-05,0.02085,0.063666667,0.472716667,0.004766667,0.007066667,0.0131,0.00075,0.000283333,1.67E-05,0.035233333,0.001,0.004216667,0.001566667,0.003416667,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1326,1451625726,0.737133333,0.003433333,0.737133333,0,0.0208,0.063633333,0.4709,0.004766667,0.00705,0.013116667,0.00075,0.00025,0,0.03515,0.001,0.0042,0.0017,0.003433333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
1327,1451625727,0.730383333,0.003383333,0.730383333,1.67E-05,0.020566667,0.062583333,0.466683333,0.00475,0.006916667,0.012983333,0.000716667,0.000266667,1.67E-05,0.03495,0.001,0.004183333,0.00155,0.003383333,30.98,partly-cloudy-night,0.61,10,Partly Cloudy,24.23,1013.89,7.06,0.25,266,0,18.96,0
